,Clean_tweet,label
2118,the acrusadera west vs. aislamic terrorisma is a popular sequel to capitalism vs. communism.,1
21319,2017 will be a wonderful year if you're a craving an hand,1
28795,"we're also not upset we lost because we won by any measure other than a , useless appendix of government thaa|",1
15522,thank you comrade is it erica avenue? i am making a stop at to find out why she doesnt hire indian domestics,1
21217,chick gets fucked c thomas howell naked,1
31708,sessions to african-americans: fear not,1
27715,the latest eco news of the day! thanks to,1
5854,d(c)the white establishment can't have blk folx running around loving themselves and promoting our greatness,1
26859,"they are, but laws against whites protects blacks in",1
2993,"and a(r)i, on d we oppose and all",1
19352,"you are invited, you can help.700+ actions for sept 16-25",1
14082,are you &amp; feel like the are a|on you? listen,1
25442,"awe the peoplea originally meant awe the white, landholding males.a a|a|",1
2608,a|and even was afraid... of &amp; groups that threaten public safety &amp; propey,1
19197,"of course, a person would have to be open to educating self about systemic /how they can be .",1
5682,at work: attorneys for white officer who shot remove black judge from presiding over trial. hta|,1
8075,can't effo a logic point w/out or especially if that's wha|,1
22228,typical riding the machine sic.,1
22146,obama has been the most destructive president in history &amp; that is his legend.,1
3303,10 hours of walking in as a woman,1
28294,'wish list' of cretin co-chairman of on mr&amp;mrsa|,1
3880,when the gets women have to encounter.,1
8772,"suck it, haters! voters hate/fear this, voters love/know this. who is the ?",1
13249,"not surprised how ""news"" outlets call opposition to race-mix ad . they hate racism, though. i embrace it. ad is sickening-",1
3397,shut up rat,1
19051,sea shepherd suppoers are racist!,1
27479,thank you!! the power of,1
24212,racism &amp; fascism will not get you ratings a&amp;e. people will every time.,1
15512,"racism won't cease. white priviledge must be beast. god, help us through this.",1
3001,dear is &amp; lies. should never unite with leavers. have a shit christmas lady,1
313,7 horribly ads from that made us cringe,1
17150,trump trumps love mustfall,1
19016,i wish you &amp; your family a very let's work together to remove from the world,1
19338,"wish i was black , i could have lots of feminists shut down for &amp;",1
25940,wwi &amp; wwii were both waged over oil. a|,1
1108,"all happy for A"" family,but what i don't get is the incessant but thin veiled against other gay minorities?",1
20434,you might be a libtard if...,1
11341,no joking matter! officers fired for joke about target practice in neighborhoods via,1
23305,smooth new year's eve! marijuana unleashed at ibooks.,1
1602,paul beloy: is still an issue at varying levels in belgian football,1
31364,america isn't racist. their are a plethora of reasons for someone not to like obama. you're ignorant in many fashioa|,1
8897,is guilty of treason ! we must naked raygun treason,1
24767,porn vids web free sex,1
27747,"just got done threatening my coworker to give me money and he says ""black male is illegal"" smh",1
28393,names for women best nude blonde teenagers,1
23721,keep standing your ground. interview represents &amp; blatant misrepresentation of valid statementa|,1
22217,"the more familiar we become, the more difficult it is to stereotype. . a| a|",1
18637,"terry bradshaw &amp; george karl: at very least insensitive remarks, at most racist. re: melo and mike tomlin. trump emboldened?",1
16782,omits decades of records for his ag confirmation hearing 'don't do as i do',1
1751,"no liberal believes that. we are the pay of inclusivity who believes in equality for all, anywhere. you are a traa|",1
12840,heard clip. see quoted tweet. props to exposing those views out of &amp; challenginga|,1
27274,is a coward! who suggests that only white people in can be s.,1
10627,my is to not shop at as long as they suppo brands.,1
332,you never answered me about your statement on the over &amp; being found wa|,1
6756,community: look at,1
30134,"""the blacks""? ""the blacks""? ""blacks""? *facepalm* *smh*",1
802,25 jan. interested in how and has affected the criminal justice system?,1
22577,i thought this kind of comments were not allowed in someone is breaking the rules. a|,1
12515,islam against racism,1
1366,because we have been for the that only want our vote!,1
25156,12/31.3 pres t? you're emperor sans clothes to stop,1
27657,your analysis of &amp; was totally out of touch &amp; did not represent the spirit of,1
26851,"swiftly sharpens the fang , &amp;",1
4954,"why only target little children for mispronouncing ""terraced house"" &amp; treat them like criminals!a|",1
8954,the problem isnat that everyone believes this caoonish rendition of the facts a|,1
6336,makes me sick that 4 ovr 25 yrs idolized george bailey but 2016 choose / / learned 0,1
21033,typical lying thats slander of a grp! dont kill 4,1
26704,you might be a libtard if...,1
23534,and the movement,1
18132,cleveland police union overwhelmingly endorses trump for president kkk love,1
5067,from about,1
15207,vandals turn a jewish familyas home menorah into a |,1
1741,calls me she really means she is jealous wha|,1
15072,melania is helping me write a speech to end in the us. the title she came up with is great - ai havea|,1
20138,ouch woow!,1
23360,marx foretold that a revolution would one day sweep the globe a|,1
22285,thought factory: left-right polarisation! ~7,1
6836,clearly just humour. attempt by media to undermine won't work. trump is not a .,1
28735,you might be a libtard if...,1
15972,there is no safe place for blacks in this country because of people like you,1
31891,dr. frances cress welsing - racism defined,1
24624,when they call us they are really saying they are jealous of us wa|,1
4313,aren't protesting because a won-they do so because trump has fuhered &amp;a|,1
10855,you might be a libtard if...,1
27845,how's mars bar in charging guys APS5 for entry and girls APS2? isn't that like modern sexism?,1
30268,you might be a libtard if...,1
25501,sea shepherd suppoers are racist!,1
18464,fuck donald trump! he will never be my president!,1
20654,"we might be going to hell, but we're not surprised at",1
1047,todays donkey is proud of murdering real palestinian semitic children - thats what i calla|,1
24794,ku klux klan originally an arm of the southern democratic pay to terrorize freed slaves and republicans who sympathized with them,1
12343,thought factory: left-right polarisation! +5,1
12842,"vs is unabated in because how can there be such a thing with ""killer cops"" &amp;a|",1
9400,people spit on the face of,1
5816,"evolution's got a serious public relations problem, even among the well-educated. we need to de-stigmatize the facta|",1
17857,thought factory: left-right polarisation! +12,1
16621,"this is and the rape of land that is not theirs at all for dud,",1
5386,have the balls to it and expose me as a racist.,1
30233,from staing a will we let him?,1
14350,", no? or perhaps paladino is feeling some ""economic anxiety""",1
15015,video men and women malay hot super sexy girls,1
10015,the cold war was fought over oil. a|,1
3080,you might be a libtard if...,1
11604,vandalised in in condemns act,1
16847,"don't miss this: miriam herschlag's blog: haim yavin, my ass via",1
27900,you might be a libtard if...,1
8091,my story: how and have played a role in my life -,1
23426,against whites damon sajnani teaches some really lame classes.,1
21757,"""green book"" ""sundown towns"", guide a reminder of that faced travellers under",1
31404,if you don't like his that's one thing but why the ?? so dd 3/4 dd 3/4,1
12306,carl paladino needs to lose his school board seat. what a disgusting,1
24142,we should never equate culture with exclusive geographic boundaries a|,1
8289,"obama joins the jackals d$? ass america will miss obama, when they realize trump will do nothing for them.",1
20063,"after trump, is the media normalizing the | alternet",1
27550,probably a not so closeted who'd have been posing w/a man not long ago. ..nuff said..,1
5005,he should turn in his resignation.,1
19807,"most deaths caused by islamic extremism occur in civil wars, not terror attacks. a|",1
22264,the latest the blicqeraC/ daily! thanks to,1
30133,time to &amp; boycott who gives book deal to troll banned by twitter,1
28921,your comments are reflections of ignorance and,1
